src_node        end_node        start_time              end_time                duration
gs              sat_a           14:14:31:08             14:15:37:28             66.20
sat_a           gs              14:14:39:01             14:15:23:24             44.23
sat_c           sat_a           14:14:52:48             14:15:47:29             54.81
sat_a           sat_b           14:14:56:18             14:15:36:18             40.00
sat_a           sat_c           14:15:03:02             14:16:07:10             64.08
sat_b           sat_c           14:15:06:17             14:16:05:31             59.14
gs              sat_c           14:15:10:86             14:15:53:97             43.11
sat_c           sat_b           14:15:28:91             14:16:27:81             58.90
sat_b           sat_a           14:16:03:51             14:17:08:34             64.83
gs              sat_a           14:16:04:68             14:16:34:87             30.19
sat_b           sat_c           14:16:13:79             14:17:12:66             58.87
sat_a           gs              14:16:18:62             14:17:19:63             61.01
sat_b           gs              14:16:20:70             14:17:21:92             61.22
sat_c           gs              14:16:42:74             14:17:15:67             32.93
sat_c           sat_a           14:16:42:77             14:17:32:56             49.79
sat_a           sat_b           14:17:13:92             14:17:56:75             42.83
sat_c           sat_b           14:17:15:15             14:17:57:42             42.27
gs              sat_b           14:17:15:88             14:17:53:13             37.25
gs              sat_c           14:17:21:21             14:18:04:91             43.70
sat_a           sat_c           14:17:22:51             14:18:00:38             37.87
sat_a           sat_b           14:18:00:56             14:19:04:31             63.75
sat_b           gs              14:18:00:68             14:19:09:87             69.19
gs              sat_a           14:18:10:23             14:19:03:16             52.93
sat_b           sat_a           14:18:13:35             14:19:11:37             58.02
gs              sat_b           14:18:14:34             14:18:58:98             44.64
sat_c           gs              14:18:14:58             14:19:23:32             68.74
sat_a           gs              14:18:20:92             14:19:10:92             50.00
sat_a           sat_c           14:18:25:65             14:19:22:52             56.87
gs              sat_c           14:18:32:23             14:19:23:13             50.90
sat_b           sat_c           14:18:39:30             14:19:29:54             50.24
sat_c           sat_b           14:18:41:89             14:19:27:67             45.78
sat_c           sat_a           14:19:23:08             14:20:10:20             47.12
sat_b           gs              14:20:00:71             14:20:32:85             32.14
sat_b           sat_a           14:20:12:86             14:20:50:20             37.34
sat_a           gs              14:20:24:15             14:21:10:35             46.20
sat_a           sat_c           14:20:27:08             14:21:13:80             46.72
sat_c           gs              14:20:29:54             14:21:09:11             39.57
gs              sat_c           14:20:33:97             14:21:16:07             42.10
sat_b           sat_c           14:20:35:35             14:21:18:20             42.85
sat_a           sat_b           14:20:35:55             14:21:23:59             48.04
sat_c           sat_a           14:20:56:07             14:21:48:39             52.32
gs              sat_b           14:20:56:85             14:22:06:75             69.90
